context,question,answer
"CREATE TABLE table_12134383_1 (date_of_birth VARCHAR, _number VARCHAR)",what's the date of birth with # being 2,SELECT date_of_birth FROM table_12134383_1 WHERE _number = 2
"CREATE TABLE table_name_26 (position VARCHAR, school_club_team VARCHAR)",Oklahoma State produced a player in which position in the draft?,"SELECT position FROM table_name_26 WHERE school_club_team = ""oklahoma state"""
"CREATE TABLE table_name_23 (place INTEGER, ribbon VARCHAR, total VARCHAR)",What place had a ribbon below 9.8 and a 19.2 total?,SELECT MAX(place) FROM table_name_23 WHERE ribbon < 9.8 AND total = 19.2
"CREATE TABLE table_name_28 (home VARCHAR, attendance VARCHAR, away VARCHAR)","Who was the home team in the game with more than 1675, and Olimpia was the away side?","SELECT home FROM table_name_28 WHERE attendance > 1675 AND away = ""olimpia"""
"CREATE TABLE table_name_64 (pick INTEGER, overall VARCHAR, round VARCHAR, name VARCHAR)","Which Pick has a Round larger than 8, a Name of kenny fells, and an Overall larger than 297?","SELECT SUM(pick) FROM table_name_64 WHERE round > 8 AND name = ""kenny fells"" AND overall > 297"
"CREATE TABLE table_name_26 (spouse VARCHAR, father VARCHAR)","Leopold VI, Duke of Austria is the father-in-law of which person?","SELECT spouse FROM table_name_26 WHERE father = ""leopold vi, duke of austria"""
"CREATE TABLE table_name_91 (date VARCHAR, winner VARCHAR)",Ram Vaswani was a winner on what date?,"SELECT date FROM table_name_91 WHERE winner = ""ram vaswani"""
"CREATE TABLE table_22815568_6 (county VARCHAR, poverty_rate VARCHAR)","If the poverty rate is 12.9%, what is the county?","SELECT county FROM table_22815568_6 WHERE poverty_rate = ""12.9%"""
"CREATE TABLE table_name_94 (_ppp__ VARCHAR, d__billions_of_us$_ VARCHAR, expenditures_on_r INTEGER, country_region VARCHAR, year VARCHAR)",What is the lowest expenditures on R&D for Poland after 2011?,"SELECT MIN(expenditures_on_r) & d__billions_of_us$_, _ppp__ FROM table_name_94 WHERE country_region = ""poland"" AND year > 2011"
"CREATE TABLE table_name_78 (game INTEGER, team VARCHAR)","What is the average Game, when Team is ""Milwaukee""?","SELECT AVG(game) FROM table_name_78 WHERE team = ""milwaukee"""
"CREATE TABLE table_name_6 (score VARCHAR, high_assists VARCHAR)",Which Score has High assists of rodriguez (8)?,"SELECT score FROM table_name_6 WHERE high_assists = ""rodriguez (8)"""
"CREATE TABLE HOST (Name VARCHAR, Host_ID VARCHAR); CREATE TABLE party_host (Host_ID VARCHAR, Party_ID VARCHAR); CREATE TABLE party (Party_Theme VARCHAR, Party_ID VARCHAR)",Show the themes of parties and the names of the party hosts.,"SELECT T3.Party_Theme, T2.Name FROM party_host AS T1 JOIN HOST AS T2 ON T1.Host_ID = T2.Host_ID JOIN party AS T3 ON T1.Party_ID = T3.Party_ID"
"CREATE TABLE table_23799417_1 (production_code VARCHAR, directed_by VARCHAR)",What is the production code directed by Matt Shakman?,"SELECT production_code FROM table_23799417_1 WHERE directed_by = ""Matt Shakman"""
"CREATE TABLE table_name_95 (game VARCHAR, location VARCHAR, time VARCHAR)",how many games have a location of memorial stadium and a time of 2:27?,"SELECT COUNT(game) FROM table_name_95 WHERE location = ""memorial stadium"" AND time = ""2:27"""
"CREATE TABLE table_name_86 (year_s__withdrawn VARCHAR, class VARCHAR)",In what year(s) were the CLASS T14 trains withdrawn from service?,"SELECT year_s__withdrawn FROM table_name_86 WHERE class = ""t14"""
"CREATE TABLE table_name_71 (year_of_release INTEGER, title VARCHAR)",What was the latest year of release for the greatest hits title?,"SELECT MAX(year_of_release) FROM table_name_71 WHERE title = ""greatest hits"""
"CREATE TABLE table_2562572_5 (city___municipality VARCHAR, urban_settlement VARCHAR)",Name the city for kanjiža,"SELECT city___municipality FROM table_2562572_5 WHERE urban_settlement = ""Kanjiža"""
"CREATE TABLE table_2933761_1 (gender VARCHAR, name VARCHAR)",What gender is Quentin?,"SELECT gender FROM table_2933761_1 WHERE name = ""Quentin"""
"CREATE TABLE table_name_23 (rank INTEGER, total INTEGER)",Which rank has a total smaller than 1?,SELECT AVG(rank) FROM table_name_23 WHERE total < 1
"CREATE TABLE table_name_30 (miss_maja_pilipinas VARCHAR, year VARCHAR)",Can you tell me the Miss Maja Pilipinas that has the Year of 1969?,SELECT miss_maja_pilipinas FROM table_name_30 WHERE year = 1969
"CREATE TABLE table_name_74 (yards VARCHAR, attempts VARCHAR)",Which Yards has a Attempts of 247,"SELECT yards FROM table_name_74 WHERE attempts = ""247"""
"CREATE TABLE table_19769687_3 (_percentage_of_popular_vote VARCHAR, _number_of_seats_won VARCHAR)",Name the total number for % popular vote for # of seats won for 83,SELECT COUNT(_percentage_of_popular_vote) FROM table_19769687_3 WHERE _number_of_seats_won = 83
"CREATE TABLE table_name_69 (latitude INTEGER, pop__2010_ VARCHAR, water__sqmi_ VARCHAR, longitude VARCHAR)","What is the highest latitude when there are more than 0.518 square miles of water, a longitude less than -99.830606, and a population of 18?",SELECT MAX(latitude) FROM table_name_69 WHERE water__sqmi_ > 0.518 AND longitude < -99.830606 AND pop__2010_ = 18
"CREATE TABLE table_name_63 (player VARCHAR, to_par VARCHAR, country VARCHAR)",Which united states player had a To par of 12?,"SELECT player FROM table_name_63 WHERE to_par = 12 AND country = ""united states"""
"CREATE TABLE table_name_77 (top_10 INTEGER, top_25 VARCHAR, top_5 VARCHAR, cuts_made VARCHAR)","What was the highest Top-10, when the Top-5 was greater than 3, when the Cuts made were 20, and when the Top-25 was more than 10?",SELECT MAX(top_10) FROM table_name_77 WHERE top_5 > 3 AND cuts_made = 20 AND top_25 > 10
CREATE TABLE table_name_35 (tournament VARCHAR),Name the 2009 for 2007 of 2r and tournament of wimbledon,"SELECT 2009 FROM table_name_35 WHERE 2007 = ""2r"" AND tournament = ""wimbledon"""
"CREATE TABLE table_name_91 (birth VARCHAR, name VARCHAR)",When was anne of lorraine born?,"SELECT birth FROM table_name_91 WHERE name = ""anne of lorraine"""
"CREATE TABLE table_name_99 (format VARCHAR, region VARCHAR)",Tell me the format for european union,"SELECT format FROM table_name_99 WHERE region = ""european union"""
"CREATE TABLE table_12962773_2 (no VARCHAR, current_club VARCHAR)",What are the numbers of the players currently playing for Ironi Nahariya?,"SELECT no FROM table_12962773_2 WHERE current_club = ""Ironi Nahariya"""
"CREATE TABLE table_name_19 (against INTEGER, draw VARCHAR, played VARCHAR)",What is the total against with 1 draw and less than 8 played?,SELECT SUM(against) FROM table_name_19 WHERE draw = 1 AND played < 8
"CREATE TABLE table_name_27 (name VARCHAR, place_of_birth VARCHAR)",Who was born in Porsgrunn?,"SELECT name FROM table_name_27 WHERE place_of_birth = ""porsgrunn"""
"CREATE TABLE table_name_75 (head_coach VARCHAR, shirt_sponsor VARCHAR)",Who is the head coach for the team that has finke as the shirt sponsor?,"SELECT head_coach FROM table_name_75 WHERE shirt_sponsor = ""finke"""
"CREATE TABLE table_name_70 (wins VARCHAR, matches VARCHAR, success_rate VARCHAR)",What was the win for 4 matches with a success rate of 25%?,"SELECT wins FROM table_name_70 WHERE matches = ""4"" AND success_rate = ""25%"""
"CREATE TABLE table_name_98 (engine VARCHAR, finish VARCHAR)",What Engine had a Finish of 27?,"SELECT engine FROM table_name_98 WHERE finish = ""27"""
"CREATE TABLE table_name_74 (lost INTEGER, points VARCHAR, difference VARCHAR)",What is the most lost games for the team with a difference smaller than 86 and points of 32?,SELECT MAX(lost) FROM table_name_74 WHERE points = 32 AND difference < 86
"CREATE TABLE table_1912713_2 (意義_meaning VARCHAR, 性情_personality VARCHAR)",What is the meaning of a gentle personality?,"SELECT 意義_meaning FROM table_1912713_2 WHERE 性情_personality = ""Gentle"""
"CREATE TABLE table_1974545_2 (founded VARCHAR, location VARCHAR)","When was the school in Salem, Massachusetts located?","SELECT founded FROM table_1974545_2 WHERE location = ""Salem, Massachusetts"""
"CREATE TABLE table_name_23 (years_in_senate VARCHAR, years_in_assembly VARCHAR, name VARCHAR)","Which Years in Senate  has a Years in Assembly of 2010–present, and toni atkins?","SELECT years_in_senate FROM table_name_23 WHERE years_in_assembly = ""2010–present"" AND name = ""toni atkins"""
CREATE TABLE table_12570207_1 (rockhampton INTEGER),what is the minimum rockhampton,SELECT MIN(rockhampton) FROM table_12570207_1
"CREATE TABLE table_name_63 (province VARCHAR, airport VARCHAR)",Which province is Luogang International Airport located in?,"SELECT province FROM table_name_63 WHERE airport = ""luogang international airport"""
"CREATE TABLE table_name_64 (played INTEGER, goals_against VARCHAR, goals_for VARCHAR)","How much Played has Goals Against of 45, and Goals For smaller than 65?",SELECT SUM(played) FROM table_name_64 WHERE goals_against = 45 AND goals_for < 65
"CREATE TABLE table_name_88 (calls VARCHAR, frequency VARCHAR)",Tell me the calls for frequency of 1290 khz,"SELECT calls FROM table_name_88 WHERE frequency = ""1290 khz"""
"CREATE TABLE table_2668367_7 (incumbent VARCHAR, district VARCHAR)",Who was the incumbent in the Kentucky 8 district? ,"SELECT incumbent FROM table_2668367_7 WHERE district = ""Kentucky 8"""
"CREATE TABLE table_20403667_2 (crop_damaged__in_lakh_inr__ VARCHAR, public_property_damaged__in_lakh_inr__ VARCHAR)","How many crops were damaged when the public property damage was 1,03,049.60?","SELECT crop_damaged__in_lakh_inr__ FROM table_20403667_2 WHERE public_property_damaged__in_lakh_inr__ = ""1,03,049.60"""
"CREATE TABLE table_26866519_1 (season__number VARCHAR, director VARCHAR)",How many episodes are directed by ricardo mendez matta?,"SELECT COUNT(season__number) FROM table_26866519_1 WHERE director = ""Ricardo Mendez Matta"""
"CREATE TABLE table_name_88 (score VARCHAR, date VARCHAR)",What is the score on April 12?,"SELECT score FROM table_name_88 WHERE date = ""april 12"""
"CREATE TABLE table_name_20 (content VARCHAR, television_service VARCHAR)",What is the content for la sorgente sat 3?,"SELECT content FROM table_name_20 WHERE television_service = ""la sorgente sat 3"""
"CREATE TABLE table_name_31 (prize VARCHAR, beer_name VARCHAR, year VARCHAR, competition VARCHAR)",What prize did good old boy win in 2002 at the camra london and south east regional competition?,"SELECT prize FROM table_name_31 WHERE year > 2002 AND competition = ""camra london and south east regional competition"" AND beer_name = ""good old boy"""
"CREATE TABLE table_name_69 (model_number VARCHAR, part_number_s_ VARCHAR)",What model number has part number cl8064701510101?,"SELECT model_number FROM table_name_69 WHERE part_number_s_ = ""cl8064701510101"""
"CREATE TABLE table_name_16 (team VARCHAR, points VARCHAR, laps VARCHAR, grid VARCHAR)","Which Team has Laps smaller than 105, and a Grid smaller than 18, and Points of 11?",SELECT team FROM table_name_16 WHERE laps < 105 AND grid < 18 AND points = 11
"CREATE TABLE table_name_63 (team VARCHAR, driver VARCHAR, class VARCHAR, laps VARCHAR)",What Team has Bob Wollek as a Driver with 76 Laps in C1 Class?,"SELECT team FROM table_name_63 WHERE class = ""c1"" AND laps = 76 AND driver = ""bob wollek"""
"CREATE TABLE table_name_6 (year VARCHAR, wins VARCHAR, win__percentage VARCHAR, matches VARCHAR)","What year was the Win percentage 50.00%, with more than 14 matches, and wins more than 8?","SELECT year FROM table_name_6 WHERE win__percentage = ""50.00%"" AND matches > 14 AND wins > 8"
"CREATE TABLE table_name_94 (distance VARCHAR, race_leader VARCHAR)",What Distance had a Race Leader in Km (mi)?,"SELECT distance FROM table_name_94 WHERE race_leader = ""km (mi)"""
"CREATE TABLE table_name_65 (points VARCHAR, car_no VARCHAR)",How many points did car 20 score?,"SELECT points FROM table_name_65 WHERE car_no = ""20"""
"CREATE TABLE table_1341423_13 (first_elected INTEGER, incumbent VARCHAR)",What year was Luis Gutierrez election,"SELECT MIN(first_elected) FROM table_1341423_13 WHERE incumbent = ""Luis Gutierrez"""
"CREATE TABLE table_name_14 (points INTEGER, driver VARCHAR, top_10 VARCHAR)",What are the highest points for Justin Lofton when his top 10 is lower than 5?,"SELECT MAX(points) FROM table_name_14 WHERE driver = ""justin lofton"" AND top_10 < 5"
"CREATE TABLE table_name_87 (engine VARCHAR, model VARCHAR, torque VARCHAR)","What is the engine for model 2.0 bitdi (cr) dpf, with a Torque of n·m (lb·ft) @ 1500–2000 rpm?","SELECT engine FROM table_name_87 WHERE model = ""2.0 bitdi (cr) dpf"" AND torque = ""n·m (lb·ft) @ 1500–2000 rpm"""
"CREATE TABLE table_name_24 (opponent VARCHAR, date VARCHAR)",Who was the opponent on April 21?,"SELECT opponent FROM table_name_24 WHERE date = ""april 21"""
"CREATE TABLE table_name_50 (week_11_nov_16 VARCHAR, week_13_nov_30 VARCHAR)",What is the week 11 nov 16 standing with wisconsin (10-1) on week 13 Nov 30?,"SELECT week_11_nov_16 FROM table_name_50 WHERE week_13_nov_30 = ""wisconsin (10-1)"""
"CREATE TABLE table_name_95 (relationship VARCHAR, age_at_death VARCHAR)",What is the relationship of the woman who died at 96?,"SELECT relationship FROM table_name_95 WHERE age_at_death = ""96"""
"CREATE TABLE table_name_9 (venue VARCHAR, competition VARCHAR)",What venue was the 2000 AFC Asian Cup qualification held at?,"SELECT venue FROM table_name_9 WHERE competition = ""2000 afc asian cup qualification"""
"CREATE TABLE table_27755603_8 (location_attendance VARCHAR, high_points VARCHAR)","Name the location attendance for  austin daye , tracy mcgrady , tayshaun prince (20)","SELECT location_attendance FROM table_27755603_8 WHERE high_points = ""Austin Daye , Tracy McGrady , Tayshaun Prince (20)"""
CREATE TABLE table_name_44 (team_1 VARCHAR),Fulham as Team 1 has the 2nd leg score of what?,"SELECT 2 AS nd_leg FROM table_name_44 WHERE team_1 = ""fulham"""
"CREATE TABLE table_name_8 (name VARCHAR, total VARCHAR)",Which player has a total of 8 (24)?,"SELECT name FROM table_name_8 WHERE total = ""8 (24)"""
"CREATE TABLE table_name_7 (grid INTEGER, laps VARCHAR, driver VARCHAR)",What is the sum of grid values of driver Michael Schumacher with lap counts larger than 66?,"SELECT SUM(grid) FROM table_name_7 WHERE laps > 66 AND driver = ""michael schumacher"""
"CREATE TABLE table_name_75 (bronze INTEGER, total VARCHAR, nation VARCHAR, silver VARCHAR, rank VARCHAR)",What is the leowest number of Bronze medals for Jamaica who ranked less than 4 and had more than 0 silver medals and a total of less than 22 medals?,"SELECT MIN(bronze) FROM table_name_75 WHERE silver > 0 AND rank < 4 AND nation = ""jamaica"" AND total < 22"
CREATE TABLE body_builder (Total VARCHAR),List the total scores of body builders in ascending order.,SELECT Total FROM body_builder ORDER BY Total
"CREATE TABLE table_name_43 (date_of_issue VARCHAR, design VARCHAR)","What date was the John Belisle, Kosta Tsetsekas stamp issued?","SELECT date_of_issue FROM table_name_43 WHERE design = ""john belisle, kosta tsetsekas"""
"CREATE TABLE table_13036251_1 (the_mole VARCHAR, winner VARCHAR)",what's the mole with winner being frédérique huydts,"SELECT the_mole FROM table_13036251_1 WHERE winner = ""Frédérique Huydts"""
"CREATE TABLE table_name_85 (decision VARCHAR, date VARCHAR)",Which Decision has a Date of april 25?,"SELECT decision FROM table_name_85 WHERE date = ""april 25"""
"CREATE TABLE table_name_16 (event VARCHAR, acts VARCHAR)",I want to know the events for 106 bands,"SELECT event FROM table_name_16 WHERE acts = ""106 bands"""
CREATE TABLE table_name_96 (points_against VARCHAR),what is the points against when drawn is drawn?,"SELECT points_against FROM table_name_96 WHERE ""drawn"" = ""drawn"""
"CREATE TABLE table_name_78 (venue VARCHAR, date VARCHAR, result VARCHAR, competition VARCHAR)",Where was the friendly competition that Andriy Yarmolenko won on 28 may 2012?,"SELECT venue FROM table_name_78 WHERE result = ""won"" AND competition = ""friendly"" AND date = ""28 may 2012"""
"CREATE TABLE table_17641206_4 (duration VARCHAR, written_by VARCHAR)",How many episodes  of 30 minutes were written by John Sullivan?,"SELECT COUNT(duration) FROM table_17641206_4 WHERE written_by = ""John Sullivan"""
"CREATE TABLE table_name_7 (ihsaa_class VARCHAR, mascot VARCHAR)",What's the IHSAA Class Football if the panthers are the mascot?,"SELECT ihsaa_class AS Football FROM table_name_7 WHERE mascot = ""panthers"""
"CREATE TABLE table_2668352_16 (party VARCHAR, result VARCHAR)",Which party experienced a result of lost re-election democratic-republican hold?,"SELECT party FROM table_2668352_16 WHERE result = ""Lost re-election Democratic-Republican hold"""
"CREATE TABLE table_1221089_1 (colors VARCHAR, institution VARCHAR)",What are the school colors of the University of New Hampshire?,"SELECT colors FROM table_1221089_1 WHERE institution = ""University of New Hampshire"""
"CREATE TABLE table_name_14 (margin INTEGER, score VARCHAR)",What was the margin of the score 52-12?,"SELECT SUM(margin) FROM table_name_14 WHERE score = ""52-12"""
"CREATE TABLE table_name_61 (longitude VARCHAR, name VARCHAR)","What is Longitude, when Name is Raskova Paterae?","SELECT longitude FROM table_name_61 WHERE name = ""raskova paterae"""
"CREATE TABLE table_name_23 (started VARCHAR, end_source VARCHAR, country VARCHAR, loan_club VARCHAR)","When was the loan started when the coutry is eng, the loan club is sunderland and the end source is south wales echo?","SELECT started FROM table_name_23 WHERE country = ""eng"" AND loan_club = ""sunderland"" AND end_source = ""south wales echo"""
"CREATE TABLE table_10935205_1 (production_code INTEGER, us_airdate VARCHAR)",The U.S. airdate of 4 april 2008 had a production code of what?,"SELECT MAX(production_code) FROM table_10935205_1 WHERE us_airdate = ""4 April 2008"""
"CREATE TABLE table_name_21 (authority VARCHAR, area VARCHAR, gender VARCHAR, decile VARCHAR)","Which Authority has a Gender of coed, a Decile smaller than 6, and an Area of merivale?","SELECT authority FROM table_name_21 WHERE gender = ""coed"" AND decile < 6 AND area = ""merivale"""
"CREATE TABLE table_23483182_1 (no_in_series INTEGER, original_air_date VARCHAR)","What is the series number of the episode that aired March 25, 2010?","SELECT MIN(no_in_series) FROM table_23483182_1 WHERE original_air_date = ""March 25, 2010"""
"CREATE TABLE table_18795125_6 (date_of_appointment VARCHAR, position_in_table VARCHAR)",What was the date of appointment for the manager of the 23rd team?,"SELECT date_of_appointment FROM table_18795125_6 WHERE position_in_table = ""23rd"""
"CREATE TABLE table_name_40 (finals_goals INTEGER, total_goals INTEGER)",What is the Average Finals Goals if the Total Goals is less than 1?,SELECT AVG(finals_goals) FROM table_name_40 WHERE total_goals < 1
CREATE TABLE table_name_6 (team_2 VARCHAR),What was the 1st leg score when Mufulira Wanderers played as Team 2?,"SELECT 1 AS st_leg FROM table_name_6 WHERE team_2 = ""mufulira wanderers"""
"CREATE TABLE table_name_32 (round VARCHAR, method VARCHAR, event VARCHAR)","Which Round has a Method of decision (unanimous), and an Event of ufc 145?","SELECT round FROM table_name_32 WHERE method = ""decision (unanimous)"" AND event = ""ufc 145"""
"CREATE TABLE table_name_20 (caps VARCHAR, scotland_career VARCHAR)",Which caps was in scotland in 1920–1923?,"SELECT caps FROM table_name_20 WHERE scotland_career = ""1920–1923"""
"CREATE TABLE table_25342713_5 (blocks INTEGER, steals VARCHAR)","If the Steals are 20, what are the blocks?",SELECT MAX(blocks) FROM table_25342713_5 WHERE steals = 20
"CREATE TABLE table_name_2 (result VARCHAR, venue VARCHAR)","What is the result of the game at kyiv, ukraine?","SELECT result FROM table_name_2 WHERE venue = ""kyiv, ukraine"""
"CREATE TABLE table_name_84 (pct VARCHAR, total_games INTEGER)",What is the PCT when the total number of games is less than 944?,SELECT pct FROM table_name_84 WHERE total_games < 944
"CREATE TABLE table_name_28 (result VARCHAR, film_title_used_in_nomination VARCHAR)",WHAT IS THE RESULT WITH FILM LAKE OF TEARS?,"SELECT result FROM table_name_28 WHERE film_title_used_in_nomination = ""lake of tears"""
"CREATE TABLE table_name_75 (record VARCHAR, score VARCHAR)",What record has the score 111-89?,"SELECT record FROM table_name_75 WHERE score = ""111-89"""
"CREATE TABLE table_name_51 (bullet VARCHAR, shoulder VARCHAR)",What bullet does the gun with a shoulder measurement of 12.5 (.491)?,"SELECT bullet FROM table_name_51 WHERE shoulder = ""12.5 (.491)"""
"CREATE TABLE table_13619027_7 (score VARCHAR, date VARCHAR)",what is the total score for the date of january 3?,"SELECT COUNT(score) FROM table_13619027_7 WHERE date = ""January 3"""
"CREATE TABLE table_name_15 (rr_nos VARCHAR, builder VARCHAR, year VARCHAR)",Name the RR numbers of hudswell clarke and years before 1914,"SELECT rr_nos FROM table_name_15 WHERE builder = ""hudswell clarke"" AND year < 1914"
CREATE TABLE table_name_14 (Id VARCHAR),What is the 1995 GDP when 1990 GDP is 441 and 1985 GDP is less than 359?,SELECT MIN(1995) FROM table_name_14 WHERE 1990 = 441 AND 1985 < 359
"CREATE TABLE table_name_43 (opponents VARCHAR, partner VARCHAR, date VARCHAR)","Tell me the opponents for mashona washington november 21, 2009","SELECT opponents FROM table_name_43 WHERE partner = ""mashona washington"" AND date = ""november 21, 2009"""
"CREATE TABLE table_name_22 (tries_against VARCHAR, points_for VARCHAR)","What is Tries Against, when Points For is 98?","SELECT tries_against FROM table_name_22 WHERE points_for = ""98"""
"CREATE TABLE table_name_30 (score VARCHAR, series VARCHAR, opponent VARCHAR, game VARCHAR)","Opponent of @ edmonton oilers, and a Game larger than 1, and a Series of oilers lead 3–2 had what score?","SELECT score FROM table_name_30 WHERE opponent = ""@ edmonton oilers"" AND game > 1 AND series = ""oilers lead 3–2"""
CREATE TABLE appointment (patient VARCHAR); CREATE TABLE patient (ssn VARCHAR),what are name and phone number of patients who had more than one appointment?,"SELECT name, phone FROM appointment AS T1 JOIN patient AS T2 ON T1.patient = T2.ssn GROUP BY T1.patient HAVING COUNT(*) > 1"
"CREATE TABLE table_28628309_8 (player VARCHAR, category VARCHAR)",What is the name of the player when the category is listed as field goal percentage?,"SELECT player FROM table_28628309_8 WHERE category = ""Field goal percentage"""
"CREATE TABLE table_21223773_2 (position VARCHAR, matches_for_nqf VARCHAR)","If the matches for NQF is 2009, what is the position?","SELECT position FROM table_21223773_2 WHERE matches_for_nqf = ""2009"""
"CREATE TABLE table_name_26 (young_classification VARCHAR, sprint_classification VARCHAR, general_classification VARCHAR, team_classification VARCHAR)",Which young classification has general classification of Christian Vande Velde for Team Columbia and Mark Cavendish?,"SELECT young_classification FROM table_name_26 WHERE general_classification = ""christian vande velde"" AND team_classification = ""team columbia"" AND sprint_classification = ""mark cavendish"""
"CREATE TABLE table_name_95 (date VARCHAR, away_team VARCHAR)",When was the game played that had Rochdale as the away team?,"SELECT date FROM table_name_95 WHERE away_team = ""rochdale"""
"CREATE TABLE table_2467150_2 (model__list_ VARCHAR, processor VARCHAR, brand_name VARCHAR)",What is the value for model if processor is Kentsfield and brand name is Xeon?,"SELECT model__list_ FROM table_2467150_2 WHERE processor = ""Kentsfield"" AND brand_name = ""Xeon"""
"CREATE TABLE table_name_92 (western_title VARCHAR, pinyin VARCHAR)",What is the western title of the pinyin new chāojí mǎlìōu xiōngdì?,"SELECT western_title FROM table_name_92 WHERE pinyin = ""new chāojí mǎlìōu xiōngdì"""
"CREATE TABLE table_name_85 (finish VARCHAR, to_par VARCHAR, year_s__won VARCHAR)","What is Finish, when To Par is less than 14, and when Year(s) Won is ""1952 , 1963""?","SELECT finish FROM table_name_85 WHERE to_par < 14 AND year_s__won = ""1952 , 1963"""
"CREATE TABLE table_2508633_6 (college VARCHAR, nfl_team VARCHAR)",Name the college for houston oilers,"SELECT college FROM table_2508633_6 WHERE nfl_team = ""Houston Oilers"""
CREATE TABLE table_name_52 (tournament VARCHAR),What is the 1944 result for the U.S. Championships?,"SELECT 1944 FROM table_name_52 WHERE tournament = ""u.s. championships"""
"CREATE TABLE table_name_66 (young_rider_classification VARCHAR, mountains_classification VARCHAR, stage VARCHAR)",What is the young rider classification for jesper worre and stage 3,"SELECT young_rider_classification FROM table_name_66 WHERE mountains_classification = ""jesper worre"" AND stage = ""3"""
"CREATE TABLE table_name_58 (region VARCHAR, total_gdp__€_bn__ VARCHAR)","What is the Region that has a Total GDP (€ bn ) of €11,745.353?","SELECT region FROM table_name_58 WHERE total_gdp__€_bn__ = ""€11,745.353"""
"CREATE TABLE table_name_96 (home_team VARCHAR, venue VARCHAR)",What is the score for the home team when the venue is Junction Oval?,"SELECT home_team AS score FROM table_name_96 WHERE venue = ""junction oval"""
"CREATE TABLE table_name_33 (year INTEGER, team VARCHAR, finish VARCHAR)","What is the total of the year with a Team of johnson city yankees, and a Finish of 6th?","SELECT SUM(year) FROM table_name_33 WHERE team = ""johnson city yankees"" AND finish = ""6th"""
"CREATE TABLE table_name_82 (player VARCHAR, college VARCHAR)",Which players college was Baylor?,"SELECT player FROM table_name_82 WHERE college = ""baylor"""
"CREATE TABLE table_15736385_1 (engine VARCHAR, team VARCHAR)",What engine does Galles Racing use?,"SELECT engine FROM table_15736385_1 WHERE team = ""Galles Racing"""
"CREATE TABLE table_name_99 (having__things_ VARCHAR, interacting__settings_ VARCHAR)","Name the having things for privacy, intimate spaces of togetherness","SELECT having__things_ FROM table_name_99 WHERE interacting__settings_ = ""privacy, intimate spaces of togetherness"""
"CREATE TABLE table_name_12 (score VARCHAR, date VARCHAR)",The game played on 6 December 1986 had what score?,"SELECT score FROM table_name_12 WHERE date = ""6 december 1986"""
"CREATE TABLE table_23285761_7 (high_assists VARCHAR, high_rebounds VARCHAR)",Who did the high assists in the game where Amar'e Stoudemire (10) did the high rebounds?,"SELECT high_assists FROM table_23285761_7 WHERE high_rebounds = ""Amar'e Stoudemire (10)"""
"CREATE TABLE table_name_46 (top_10 INTEGER, wins INTEGER)",What is the highest number of top-10s in events with more than 0 wins?,SELECT MAX(top_10) FROM table_name_46 WHERE wins > 0
"CREATE TABLE table_name_44 (away_team VARCHAR, venue VARCHAR)",What was the away team at mcg?,"SELECT away_team FROM table_name_44 WHERE venue = ""mcg"""
"CREATE TABLE table_12407546_1 (_number INTEGER, riding VARCHAR)",What's the number of the player with 68.46 (1144 pts) in riding?,"SELECT MAX(_number) FROM table_12407546_1 WHERE riding = ""68.46 (1144 pts)"""
"CREATE TABLE table_name_98 (film VARCHAR, award VARCHAR)","Name the film for award of £3,740","SELECT film FROM table_name_98 WHERE award = ""£3,740"""
"CREATE TABLE table_name_89 (air_date VARCHAR, episode_number VARCHAR, event_1 VARCHAR)",What is the air date  the had atlasphere for event 1 before episode 11?,"SELECT air_date FROM table_name_89 WHERE episode_number < 11 AND event_1 = ""atlasphere"""
"CREATE TABLE table_name_5 (rider VARCHAR, grid VARCHAR)",WHAT IS THE RIDER WITH A 21 GRID?,"SELECT rider FROM table_name_5 WHERE grid = ""21"""
"CREATE TABLE table_name_86 (launch_site VARCHAR, satellite VARCHAR, date VARCHAR, rocket VARCHAR)",What is the launch site of the delta iv rocket with an unknown date and a gps iif-10 satellite?,"SELECT launch_site FROM table_name_86 WHERE date = ""unknown"" AND rocket = ""delta iv"" AND satellite = ""gps iif-10"""
"CREATE TABLE table_15637071_1 (headquarters VARCHAR, icao VARCHAR)",Where is the headquarters of the airline which has the ICAO code of AAU?,"SELECT headquarters FROM table_15637071_1 WHERE icao = ""AAU"""
"CREATE TABLE table_name_5 (record VARCHAR, opponent VARCHAR, loss VARCHAR)",What was the record where the opponent was @ Orioles and the loss was to Leal (5-4)?,"SELECT record FROM table_name_5 WHERE opponent = ""@ orioles"" AND loss = ""leal (5-4)"""
"CREATE TABLE table_25711913_2 (points INTEGER, player VARCHAR)",How many maximum points did Curtis scored?,"SELECT MAX(points) FROM table_25711913_2 WHERE player = ""Curtis"""
"CREATE TABLE table_10966926_2 (height VARCHAR, weight VARCHAR)",What is the height of the person that weighs 320 pounds?,SELECT height FROM table_10966926_2 WHERE weight = 320
"CREATE TABLE list (grade VARCHAR, classroom VARCHAR)",Find the grade studying in room 105.,SELECT DISTINCT grade FROM list WHERE classroom = 105
"CREATE TABLE table_name_67 (pick__number VARCHAR, college VARCHAR)",How many picks did the College of USC wind up getting?,"SELECT COUNT(pick__number) FROM table_name_67 WHERE college = ""usc"""
