document,summary,id
"Simon Buckley's ""Not Quite Light"" festival aims to start a debate about regeneration and heritage.
The event, being held this weekend, includes exhibitions, walking tours and a fundraising event for the city's homeless.
The photographs are ""leaving clues"" for social historians, Mr Buckley said.
He added: ""The phrase 'change is inevitable but progress isn't' kept coming back to me.
""Heritage is more than just bricks and mortar - it is a state of mind. I wanted to ask the question: what are we as Manchester? If you're knocking something down, what are you going to put in its place?""
""Manchester is going through a huge transition. You've got to be careful you don't demolish the soul of a city whilst you're running rampant, hoping to make it better.""
The Not Quite Light weekend also includes a low-light photography course, a social history talk from Manchester tour guide Emma Fox and a fundraiser for homeless charity Lifeshare with live music and food.
Mr Buckley said: ""In 20 or 30 years, someone else will have an opinion on the city. I'd like to think I'm creating social history through my photographs, leaving clues for historians to see exactly how I feel the city is developing.""","An artist who photographs parts of Manchester at dawn has said his work reflects a ""huge transition"" within the city centre.",35943587
"It follows the apparent suicide in September of activist Elliott Johnson, who had claimed he was bullied by party youth organiser Mark Clarke.
Number 10 said the PM was awaiting the results of an internal investigation, but Mr Johnson's father has called for an independent and external inquiry.
Mr Clarke denies all the allegations.
Allegations of bullying, sexual assault and intimidation have engulfed the party since 21-year-old Mr Johnson was found dead in September.
Mr Cameron said it was a ""tragic loss of a talented young life"".
He said: ""I feel deeply for his parents it is an appalling loss to suffer... There needs to be and there is a proper inquiry where we ask all the questions, interview all the people who've come forward - that will take place.
He said an independent lawyer was overseeing the whole process to ""make sure it reaches clear conclusions from the evidence that comes through"".
His father, Ray Johnson, called for an external inquiry to be set up saying he believed the current investigation was ""a cover up"" and that he had no confidence in current party chairman Lord Feldman, who is conducting the inquiry.
He also called on Lord Feldman and former party chairman Grant Shapps to resign over claims they ignored repeated warnings about Mr Clarke - who was in charge of a campaigning initiative which bussed young volunteers around the country.
""I can't see how their inquiry can have any veracity at all... I complained that an inquiry run by themselves without independent oversight can't possibly be considered to be valid,"" he told BBC Newsnight.
""I want to get to the bottom of what happened to my son and I will fight for justice for him and for the other activists.""
The Conservative Party has said that it received no written complaints until this summer about Mr Clarke's behaviour.
However, former chairwoman Baroness Warsi says she wrote to Mr Shapps, her successor, in January asking for action to be taken against Mr Clarke.
Lady Warsi has published the letter containing her concerns in the Guardian. In it she complained that Mr Clarke had sent a tweet which implied she had offended a Jewish member of a local Conservative Party.
Mr Clarke has said Lady Warsi is pursuing a personal vendetta against him.
The BBC's Newsnight programme has also seen an email written by a young Conservative activist, sent to the party in July last year, that complains of threats at the hands of Mr Clarke. The activist says nothing was done with the complaint.
Earlier this month, Mr Clarke was banned for life from the Conservative Party.
He says he strongly refutes all allegations of bullying, harassment, assault or attempted blackmail.
""I believe that these false allegations and this media firestorm are related to the events surrounding Elliott's sad death,"" he said.
""As such I will be co-operating with the coroner and providing him with the fullest information. This is the proper process. After the inquest I will look to take legal action for defamation in respect of these allegations.""
The Conservative Party said it would not comment until it could ""establish the facts"".","The Conservative Party will hold a proper inquiry into allegations of bullying within its youth wing, Prime Minister David Cameron has said.",34950785
"World number 68 Chardy joins Lucas Pouille, Nicolas Mahut and Julien Benneteau in Yannick Noah's team.
In the absence of the injured Andy Murray, the GB team is made up of British number two Dan Evans, Kyle Edmund, and doubles specialists Jamie Murray and Dom Inglot.
The match is on indoor clay in Rouen.
France are also without the injured Gael Monfils, world number 10 Jo Wilfried-Tsonga, who is short of match fitness, and Richard Gasquet, who is recovering from appendix surgery.",Gilles Simon will be replaced by Jeremy Chardy in the French team for this weekend's Davis Cup quarter-final against Great Britain.,39500924
"Firefighters were called to Anderton Road in Sparkbrook at 03:30 BST, West Midlands Fire Service said.
Police were contacted by fire crews after the body of a man, believed to be in his 50s, was discovered in the flat.
Formal identification is yet to take place. The fire is not being treated as suspicious, a spokesman for West Midlands Police said.",A man has died in a fire at a flat in Birmingham.,34232295
"They were arrested as part of an investigation into the funeral of leading Real IRA man Alan Ryan on Saturday 8 September.
Ryan was shot dead in north Dublin on 3 September. Shots were fired over his coffin during the funeral and masked men and women were present.
Fourteen other people who were arrested were released without charge.
In court were 33-year-old Nathan Kinsella of Matt Talbot Court in Dublin, Darragh Evans, 23, of Grange Park Rise in Raheny and 22-year-old Vincent Ryan of Grange Avenue Drive in Donaghmede.
They were remanded in custody to appear again before the court on Friday, 21 September.
The Garda (police) staged a major operation around the funeral, but made no arrests over it on the day.
However, earlier this week they carried searches in counties Dublin, Louth, Meath and Kildare. Sixteen men and a woman were arrested.",Three men have appeared in court in Dublin charged with membership of an illegal organisation known as the IRA.,19609568
"Fifteen UK-led projects will share funding of £12.1m from government and £5.7m from industry.
One aims to improve the taste of lamb while reducing waste, while another seeks to boost the quality of strawberries grown without soil.
Mr Cameron also said that all Whitehall departments would buy locally sourced food wherever possible from 2017.
No-one in Britain worked harder than farmers, he said ahead of a visit to the Royal Welsh Show.
""By opening up these contracts, we can help them create more jobs, invest in their businesses and make sure people in our country have a healthier lifestyle,"" Mr Cameron said.
""It's a triple-win - and will mean a brighter future for our country.""
Other research projects to benefit from the scheme include an investigation of how to protect peas and beans from beetles without widespread insecticide use, and using technology to detect health and welfare problems for pigs earlier.
With the shift on public sector food and drink procurement, the government said it hoped to divert hundreds of millions of pounds from foreign suppliers to UK-based providers.
Environment Secretary Liz Truss said: ""This move will mean that food served in canteens across the public sector can be more local, seasonal and tastier.
""This is a huge boost to British farmers and producers and for students, patients and employees who want to enjoy fantastic food.""",Details of how £17.8m will be allocated among agricultural research projects have been unveiled by PM David Cameron.,28399376
"It was in that summer Dante Gabriel Rossetti met his muse, Jane Morris, who was Jane Burden at the time, and who came to embody the Pre-Raphaelite ideal of beauty.
And at the same time she met her future husband, Rossetti's friend William Morris.
For Harriet Drummond, curator at Christie's: ""The enduring popularity of Pre-Raphaelite images is underlined by the popularity of the images we see today reproduced on cards, calendars, posters and book covers.""
After passing down generations of his family, one of Rossetti's paintings of Jane Morris is now up for auction for the first time.
Proserpine, unfinished, was painted nearly two decades after they met, when they had become lovers.
Sitting alongside it in the auction is a far earlier picture.
Placing the two next to each other charts the tumultuous development of the relationship between painter and muse.
Over the summer of 1857 three Oxford undergraduates, Rossetti, Morris and Edward Burne-Jones, shared rooms in George Street.
They spent a hedonistic summer painting the Oxford Union debating chamber.
Rossetti and Burne-Jones spotted Jane at the theatre and asked her to become one of their models, who they nicknamed ""stunners"".
Ms Drummond said: ""It was over one summer holiday. They're literally at the beginning of their careers.""
Rossetti was already engaged to Lizzie Siddell, another great pre-Raphaelite beauty.
Jane married his friend William Morris, later to gain fame as a socialist writer and artist.
The poet Swinburne, also at Oxford, wrote of her: ""The idea of his marrying her is insane.
""To kiss her feet is the utmost man should think of doing.""
But after Siddell's death, Rossetti and Jane Morris began an affair that spanned most of her life.
At the top of a Rossetti painting of Morris, he wrote in Latin: ""Famous for her poet husband, and famous for her face, may my picture add to her fame.""
The two pictures now at auction recall her fame again.
In the 1861 drawing, Rossetti depicts Morris as Lachesis, one of the three mythological fates, spinning the thread of life.
The auction house said it could be seen ""as a hidden allusion to her power to determine his destiny on both personal and artistic levels"".
By the time of the painting from 1872, never before sold, Rossetti's depiction of his lover as Proserpine was far more sexualised.
""You see the distinctive voluptuous lips.
""It's not a finished study - you can see the blue underdrawing, showing his technique"", Ms Drummond said.
The woman in the pictures represented a triumph of re-invention.
She was born Jane Burden in St Helen's Passage off Holywell Street in Oxford, now marked with a blue plaque.
She was the daughter of a stableman who worked at Symond's Livery Stable.
Her mother was illiterate - a far cry from Morris' later fluent French and Italian, coupled with a notoriety for having ""Queenly"" manners.","For a young group of painters later to achieve fame as the Pre-Raphaelite brotherhood, the summer of love came in 1857.",13617990
"""Even if I am withdrawing into prayer, I will always be close to all of you... even if I remain hidden to the world,"" he told a meeting of Roman priests.
The pontiff, 85, shocked the world's biggest Christian Church on Monday when he announced his resignation.
He cited his advanced age as the reason for resigning.
According to the Vatican's semi-official newspaper, L'Osservatore Romano, the Pope took the decision to resign after his trip to Mexico and Cuba in 2012.
The Vatican confirmed on Thursday that Pope Benedict had hit his head during the March trip to Mexico, but denied the accident had any role in his decision.
According to a report in Italy's La Stampa newspaper, the Pope was lightly injured after getting up in the middle of the night in an unfamiliar bedroom during the trip, with blood staining his hair and sheets.
Earlier this week, the Vatican said for the first time that Pope Benedict had a pacemaker, and that he had undergone surgery to replace the batteries three months ago.
The Pope appears to be planning a complete retreat from the public eye, the BBC's Alan Johnston reports from the Vatican.
However, he is expected to spend his retirement in a monastery at the Vatican and his relationship with his successor as pope is bound to be an endless source of speculation, our correspondent adds.
A new pope is expected to be elected by cardinals before Easter, which falls on 31 March this year.
Pope Benedict made his remarks at the Vatican in what amounted to a farewell address to hundreds of priests who serve in the Diocese of Rome, our correspondent says.
He appealed to the spirit of the reformist Second Vatican Council of the 1960s.
How many Catholics are there in the world?
How does a Pope resign from office?
""We must work for the realisation of the real council and for a real renewal of the Church,"" he said.
Speaking earlier, some of the unnamed priests gave their reaction to the pontiff's decision to resign.
""People are divided, some say that he was right in doing so, since he did not feel able to continue any longer, others on the contrary feel dejected,"" said one.
""As for me, I am grieved and I hope and I pray for Benedict XVI, hoping that the Church again finds strength.""
""It was certainly a surprise for everybody,"" said another.
""Maybe in this moment we cannot easily understand it since all of us are feeling shocked but it is a sign that our pontiff wanted to act for the good of the Church.
""He steps aside not because he abandons Peter's boat, but because he wants this boat to be led with the help of the Holy Spirit through a person who is strong.""
Next week the Pope will carry out no public engagements after which he will hold one more public audience on 27 February, in St Peter's Square.
On 28 February he will fly off to the papal retreat at Castel Gandolfo, where he will stay while Church leaders go through the complicated ritual of choosing a successor.","The outgoing head of the Roman Catholic Church, Pope Benedict XVI, has hinted he will withdraw into seclusion after stepping down at the end of this month.",21458783
"The glitch affected prices between 19:00 GMT and 20:00 GMT on Friday and involved firms who use the tool Repricer Express.
The company's chief executive, Brendan Doherty, said he was ""deeply sorry for the disruption"".
Amazon said most orders were cancelled after the error was spotted.
The orders were placed on its Marketplace service, which allows third-party companies to trade on Amazon.
Repricer Express automatically changes the cost of items for sale on Amazon Marketplace ""to keep listings competitive 24/7 without constant attention"".
In a statement, Mr Doherty said Repricer Express would be investigating the cause of the problem and putting measures in place to prevent it happening again.
""We managed to get the problem resolved so that any new prices going to Amazon were correct within about an hour of the problem being reported,"" he said.
""It took a further few hours to get incorrect prices reverted to their original prices where possible. Amazon have assured us that seller accounts will not be penalised for this issue.""
He said the firm was helping Amazon to minimise the number of orders with incorrect prices being sent out.
""We take a lot of pride in the levels of service we provide so everyone here is disappointed that our customers have experienced this issue,"" he said.
A spokesman for Amazon said they were reviewing the small number of orders that were processed and would be directly contacting any affected sellers.
Repricer Express has been operating for over 10 years, and has offices in Derry and New York.",A Londonderry-based company has apologised for a software glitch that led to hundreds of items being sold for just 1p on Amazon.,30475542
"Warwickshire's Willis, 25, beat Sugita, seeded fourth in the Roehampton tournament, 1-6 6-4 6-1.
The British number 23 needs to win another two matches - starting with Russian teenager Andrey Rublev - to secure his main-draw place.
Compatriot Joe Salisbury, ranked 706th in the world, caused another upset, beating Italian Alessandro Giannessi.
On Monday Britain's world number 554 Dan Cox overcame 16th seed Thiemo de Bakker.
Britain's Katie Boulter, Edward Corrie and Gabriella Taylor also won their first-round matches, but Daniel Smethurst is out after a 6-3 7-6 (8-6) defeat by France's Calvin Hemery and Maia Lumsden lost to Czech Tereza Smitkova 2-6 6-2 6-2.
Media playback is not supported on this device",British world number 708 Marcus Willis beat Japan's 99th-ranked Yuichi Sugita in their Wimbledon qualifying opener.,36591038
"Mario Borghezio has been order to pay Cécile Kyenge 50,000 euros ($55,690; £42,895) by a court in Milan.
Among other comments, Borghezio said she ""took away a job from an Italian doctor"" in a 2013 radio interview.
The Northern League MEP must also pay Ms Kyenge's legal fees.
Borghezio - who was briefly suspended by his party in 2011 for saying he agreed with parts of Norwegian mass murderer Anders Breivik's manifesto - reportedly said he would lose his house following the ruling.
However, Ms Kyenge,  who was born in the Democratic Republic of Congo, told the BBC's Newsday radio programme: ""At the end of the day this is a strong message against impunity. those who believe there is no justice should think twice.
""Through this verdict the younger generations have also learned that a civilised society is based on mutual respect, and zero tolerance for discrimination.""
Ms Kyenge, who trained as an ophthalmologist in Italy, found herself subject to abuse after she was named as integration minister in 2013 - including having bananas thrown at her during a political rally and being compared to an orang-utan.
She was provided with police protection, but decided to pursue Borghezio through the courts after the 2013 interview, in which he also said ""Africans are Africans and belong to an ethnic group very different from ours"".
He had previously said she wanted to ""bring her tribal traditions to Italy"", according to local media.
Ms Kyenge, who is now an MEP herself, said: ""Italy has become a country of immigration, things have changed so quickly now many Italians have not been able to adjust to the new environment, many cannot cope with communities which look different.""
However, she also told the BBC the support she had received since proved ""Italy is not a racist country"".","Italy's first black minister has said she feels ""vindicated"" after winning a four-year court battle against a far-right MEP who made repeated racist slurs against her.",39973187
"Norfolk and Suffolk were originally pushing for a three county deal, but Cambridgeshire/Peterborough objected.
The proposal would create two Combined Authority with budgets for economic growth.
The government's aim is to create the new authorities with mayoral elections in May.
Andy Wood, who has been chairman of the regional devolution group, said: ""The main focus of all our discussions has been to ensure we got the best possible settlement for the people of East Anglia.
""Government has recognised the importance of East Anglia to the economy, and the different needs and opportunities of its town and cities.
""Through productive negotiations we have been able to secure more funding for East Anglia than was in the original deal.""
The government's original proposed annual budget was £175m for housing and £30m for infrastructure for the three counties.
Local councils and the Local Enterprise Partnerships need to endorse the proposal ahead of public consultation in July and August.
The government would consider the results of the consultation ahead of creating the two combined authorities with mayoral elections to follow.",A revised devolution plan for East Anglia showed the region would be split between Cambridgeshire/Peterborough and Norfolk/Suffolk.,36565223
"More than 30 firefighters tackled the blaze at the site near to Rosary Road in Oldham, Greater Manchester, at about 16:45 BST on Sunday.
Nearby residents were told to keep their windows and doors closed as there was suspected asbestos in the derelict building.
The fire service is ""damping down"" and an investigation into the cause will take place when the site is safe.",A major fire has gutted a disused school.,39842404
"Load bangs were reported in Riddrie Knowes, Riddrie, at 22:05 on Wednesday. At the same time a dark jeep-style car was seen driving off at speed towards Smithycroft Road, at Cumbernauld Road.
A silver car, similar to a Vauxhall Astra, was also seen reversing from Riddrie Knowes and a black Nissan Qashqai was found on fire in Eden Lane.
Police said there had been no reports of anyone injured.
Det Insp David Stewart said: ""Inquiries are under way to establish the circumstances surrounding last night's events.
""Officers, including specialised search and forensic teams, are in the area to speak to local residents and to establish whether a firearm had actually been discharged.
""At this time we have not received any reports of anyone being injured, however, I'd like to reassure those living in the area that a full search of the surrounding area will be carried out.""
Det Insp Stewart urged anyone with information to contact police.",Police are investigating reports of shots being fired in north Glasgow.,34738539
"The 30-year-old Spaniard broke his opponent in the fourth game before going on to claim the first set in 35 minutes.
Nadal saved two break points at 3-2 down in the second set and then broke Sela in the next game.
Nadal has reached the final in Miami four times but has yet to win the tournament.
There was little trouble for the other top seeds in action on Friday.
Second seed Kei Nishikori of Japan comfortably overcame South Africa's Kevin Anderson 6-4 6-3, while Canadian third seed Milos Raonic beat Viktor Troicki of Serbia 6-3 7-5.
There was a surprise when Russia's Elena Vesnina, fresh from her victory at Indian Wells, suffered a 3-6 6-4 7-5 defeat by world number 594 Ajla Tomljanovic, the wild card from Croatia.
Romanian third seed Simona Halep was pushed to three sets by 19-year-old Japanese player Naomi Osaka before advancing 6-4 2-6 6-3.",Fifth seed Rafael Nadal beat Israel's Dudi Sela 6-3 6-4 to reach the third round of the Miami Open.,39387411
"Zhou's son Zhou Bin was imprisoned for 18 years while his his wife Jia Xiaoyue will serve nine years.
Zhou Yongkang was once one of the most powerful officials in China, running the internal security forces.
He was jailed for life after his corruption conviction last year, partly as a result of his family's testimony.
Zhou is the most senior official to fall as part of President Xi Jinping's anti-corruption campaign, which was launched in 2012.
A court in the central city of Yichang found Zhou Bin guilty of taking 222 million yuan ($34m; Â£24m) in bribes and running an illegal business trading in restricted commodities, the CCTV state broadcaster reported.
The court confiscated what it said were his illicit gains and fined him a total of 350 million yuan ($53m; Â£37m), CCTV said.
The same court also imprisoned Zhou Yongkang's wife Jia Xiaoye - a former TV journalist - for taking bribes. She was fined 1m yuan ($150,000; Â£105,000)
Zhou Bin initially escaped arrest by going to the US in early 2013, sources told the Reuters news agency. But he returned to China after negotiations with Chinese authorities. It is not clear whether he had legal representation.
Zhou Bin used his father's influence ""in collaboration with others""  to accept valuable property, the state-run Xinhua news agency reported.
Zhou Yongkang was a member of China's elite Politburo Standing Committee and was responsible for the police, the judiciary and domestic surveillance.
But he became one of the most senior leaders to be imprisoned by the Communist Party took since the early 1980s, when the Gang of Four were put on trial for instigating the chaos of the Cultural Revolution.
Scores of Zhou's associates have also been arrested, mostly in the southern province of Sichuan where he was head of the Communist Party from 1999 to 2002.
President Xi has warned that corruption is widespread and jeopardises the Chinese Communist Party's future survival.
The president's campaign against graft has embroiled senior party officials, the government, the military and state-owned companies.","The son and wife of imprisoned former Chinese security chief Zhou Yongkang have been jailed after they were found guilty of corruption, officials say.",36541746
"Cafodd yr heddlu eu galw i leoliad tu allan i glwb nos Peep ar Stryd y Deon ychydig cyn 02:00 fore Sadwrn.
Yno fe ddaethon nhw o hyd i'r dyn oedd yn anymwybodol. Cafodd ei gludo mewn ambiwlans i Ysbyty Gwynedd.
Mae dyn lleol 26 oed yn y ddalfa ar ôl iddo gael ei arestio ar amheuaeth o ymosod.
Mae Heddlu'r Gogledd yn credu bod 'na wrthdaro tu mewn i'r clwb nos cyn yr ymosodiad.
Ychwanegon nhw bod eu meddwl yn ""agored"" o ran cymhelliad yr ymosodwr, ac maen nhw'n apelio am dystion i'r digwyddiadau tu mewn a thu allan i'r clwb.",Mae dyn 28 oed o Langefni mewn cyflwr difrifol yn yr ysbyty yn dilyn ymosodiad ym Mangor.,39466086
"The double Paralympic champions put in a dominant performance on Friday to win their first race since Rio.
Crystal Lane then won silver in the time-trial, while Saturday saw Craig McCann win silver in the road race.
GB struggled on Sunday and failed to add any further medals.
The team will now head to the second round of the Para-cycling Road World Cup season in Ostend, Belgium next weekend as they continue to build towards the Para-cycling Road World Championships in South Africa in September.
The squad for Belgium will be announced on Tuesday.","Steve Bate and Adam Duggleby's gold medal in the time-trial was the highlight of Great Britain's three-medal haul at the Para-cycling World Cup in Maniago, Italy.",39918110
"Students have also protested in the capital, Nairobi, ahead of a candle-lit vigil demanding more protection from the al-Qaeda-linked Somali militants.
The assault on Garissa University on Thursday killed 148 people.
Five Kenyans have appeared in court for suspected links with the attackers.
The court in Nairobi agreed to the prosecution's request to detain them for another 30 days, while police investigate whether they supplied weapons to the attackers, Kenya's Capital FM reports.
A sixth suspect, a Tanzanian, is being held in the north-eastern town of Garissa, which is about 150km (90 miles) from the border with Somalia.
Last Thursday's attack was the deadliest in Kenya by al-Shabab, which was formed in neighbouring Somalia about eight years ago.
The militants have promised a ""long, gruesome war"" against Kenya after Kenya sent troops to Somalia in 2011 to fight them.
The BBC's Bashkash Jugsooda'ay in Garissa says both Muslims and Christians took part in the march and promised to co-operate with the security forces to flush out militants who may be hiding in their community.
However, protesters were also critical of the security forces, saying they were slow in their response to the assault, he says.
They pointed out that both the army and police had bases in Garissa. Yet, four gunmen managed to storm the campus, taking students hostage in dormitories and killing them in a day-long attack.
Analysis: Anne Soy, BBC Africa, Nairobi
There is a hashtag trending on Twitter - #147notjustanumber in memory of the people killed in the Garissa attacks last week.
Kenyans are angry. They feel the government has not done enough to ensure security, especially as there had been material circulating on social media warning about attacks.
Unfortunately it looks like this is leading to profiling of Kenyans of Somali ethnicity - and there are many of them.
Latest updates from Kenya
The government says the security forces responded swiftly, and saved the lives of about 500 other students.
The security forces also came under heavy criticism at the protest in Nairobi by several hundred university students.
Protesters said they were no longer prepared to be ""at the mercy of al-Shabab"" and demanded that the government tighten security at universities and schools across Kenya.
Demonstrators also mourned the dead, holding placards which read ""You remain in our hearts!"".
There are emotional scenes at a mortuary in Nairobi, as relatives continue to identify the dead.
Garissa university campus
1. Militants enter the university grounds, two guards are shot dead
2. Shooting begins within the campus
3. Students attacked in their classrooms while preparing for exams
4. Gunmen believed isolated in the female dormitories
5. Some students make an escape through the fence
Kenya's stoic survivors defy al-Shabab
Survivors 'were too scared to scream'
Why is al-Shabab targeting Kenya?","About 2,500 people have marched in Kenya's Garissa town in a show of defiance against militant Islamist group al-Shabab following its deadly assault on a local university.",32202861
"Payne, 31, made his return after three months out because of a kidney injury in Ulster's Pro12 win over Zebre in Parma on Sunday.
Schmidt said Payne is among a number of players who could be considered for inclusion in the Cardiff game squad.
""Jared is probably one of them,"" added the Ireland coach.
""There are a few other guys in contention as well, the likes of Dave Kilcoyne, who is working away pretty hard, and Denis Buckley is working hard.""
Full-back Rob Kearney underwent a scan on Monday after being forced off in Saturday's win over France because of a groin injury.
While there was no detail on the scan results on Monday, the Ireland management appear reasonably confident that the Leinster man will be available for the Wales game.
""We'll see how the scan goes but it's not too bad,"" said Ireland scrum coach Greg Feek.
If Kearney was ruled out, Payne would be a full-back option although a switch for Simon Zebo from wing to the number 15 jersey might be a more likely scenario.
Payne came off the bench in the second half of Ulster's game in Italy to make his first appearance since sustaining a fractured kidney on Ireland's game against Australia in November.
The New Zealand, who has been a regular at centre alongside Robbie Henshaw since Brian O'Driscoll's retirement, is expected to get further game time with Ulster against Treviso on Friday.",Joe Schmidt says Jared Payne could be in contention to return to Ireland duty in the Six Nations game against Wales on 10 March.,39113934
"They came to Londonderry to mark the sixth anniversary of the publication of the Bloody Sunday Inquiry report.
Thirteen people were shot dead on 30 January 1972 when British paratroopers opened fire at a civil rights march.
Hillsborough campaigner Margaret Aspinall said the families ""must carry on"" the pursuit for truth and justice.
The Bloody Sunday inquiry, led by Lord Saville, took 12 years to complete and exonerated those who died.
Following the findings of the report Prime Minister David Cameron said he was ""deeply sorry"".
In April, a jury found that the 96 football fans who died in the 1989 Hillsborough stadium disaster were unlawfully killed.
Margaret Aspinall's 18-year-old son James died at the FA Cup semi-final.
She said families of victims of the Troubles should never give up the pursuit of justice.
""They must carry on, I'm a great believer that everybody, no matter who they are, deserves the truth.
""Stay strong and keep the hope going like the families of Hillsborough had to, that's what kept us going, the hope that one day we would get it.
""With other people, the Bloody Sunday families, we are united in truth and justice. It is very, very important to stick together and show your support to each other.""
Margaret Aspinall, Sue Roberts and Jenni Hicks have campaigned for 27 years to uncover the truth of the 1989 stadium disaster.
In conversation with Paul O'Connor, director of the Pat Finucane Centre, they also met with some family members of the Loughinisland massacre and Michael Gallagher of the Omagh Bomb Families.
Last week, a report by Northern Ireland's Police Ombudsman showed there was collusion between some police officers and loyalist gunmen who killed six Catholics 22 years ago.
Reflecting on the Hillsborough inquest verdict, Mrs Aspinall said it left a legacy for others to follow.
""We hope what we've got from this, by fighting the system for all these years, is that it gives other people hope.
""What comes after truth? Justice. The only way you can get justice is accountability.
""So somebody has got to be held to account for 96 innocent deaths and for all the fans and survivors still suffering to this day,"" she said.",Relatives of the victims of the Hillsborough disaster have met with some families of those killed and wounded on Bloody Sunday.,36546079
"In the first quarter of 2015, it said that 0.89% of applications for current accounts came from criminals.
The figures mean that bank accounts have overtaken mortgages as the biggest source of attempted fraud.
In comparison, 0.83% of mortgage applications were fraudulent over the same period.
The main reason for the rise was ""an exponential increase"" in identity fraud, when criminals use somebody else's personal details to set up an account.
Of those trying to open accounts fraudulently, 49% used a stolen identity. That was up from 32% in the first three months of 2014, said Experian.
The firm is employed by many High Street banks to detect criminal activity.
Criminals opening current accounts are then able to access other financial products, such as credit cards, which are also used to steal money.
Many will have obtained personal details through phishing emails, which trick account holders into revealing numbers and passwords.
""Knowing what your bank can and cannot ask you for will help you avoid phishing scams,"" said Nick Mothershaw, a director of identity and fraud at Experian.
""Making sure sensitive mail is shredded is also important.""
Customers who are the innocent victims of fraud are usually reimbursed by their bank. Nevertheless account holders are being warned to be vigilant.
""It's important to be alert, so if you get a call, text or email out of the blue, don't reveal any information unless you are absolutely sure who you are dealing with,"" said Jon Sacker, of Financial Fraud Action UK.
Action Fraud, which works alongside the Police, recently said that a third of people fail to take sufficient measures to protect their online details.","Current accounts have become the number one target for financial fraudsters in the UK, according to data company Experian.",33348702
"Countries in the oil cartel Opec and several other oil nations started to reduce production at the start of 2017.
The move initially pushed up the oil price, but it has dropped in the last few weeks on fears the limits would not be enough to deal with an oil glut.
A group of ministers agreed on Sunday to review extending the cuts by six months, taking them to the end of 2017.
At a meeting in Kuwait, they requested that officials report next month ""regarding the extension of the voluntary production adjustments"".
Opec countries and 11 other oil-producing nations, including Russia, agreed in December 2016 to slash production, the first time in 15 years that a global pact had been struck.
The price of Brent crude peaked at over $57 a barrel in January, before slipping back to below $51 a barrel in recent weeks.
That was after Opec revealed a surprise jump in global crude stocks in February, and US oil producers - who are not part of the cuts - started to increase production again.
Abhishek Deshpande, an oil analyst at Natixis, told the BBC the price had fallen after oil traders became ""jittery"" about the market.
In particular, they were uncertain about the commitment of Russia and Saudi Arabia, Opec's biggest member, to the cuts, Mr Deshpande said.
The oil countries now need to show ""discipline"" and cut back on production in the coming months because stocks are still too high, he said.
""The chances remain high for an extension to the supply cuts, as long as there are more stockpile withdrawals,"" he added.",Major oil producers are considering extending their recent cuts to output in a fresh bid to boost prices.,39400797
